,Headline,Date
202,rt @globaltimesnews: xinjiang provides on-site photos to debunk @aspi_org's satellite images showing so-called 'evidence' of 'detention cen…,2020-11-28 11:06
203,"china rebuffs australian, us accusations！ every country should work hard to establish and better international relations！ https://t.co/vk9p17vmaw",2020-12-03 8:44
204,"china rebuffs australian, us accusations！ every country should work hard to establish and better international relations！ https://t.co/1aafundt9m",2020-12-03 9:22
205,rt @ml_1maria: col lawrence wilkerson on us destabilizing china by fomenting civil unrest in xinjiang china using uyghurs is another reason…,2020-12-05 10:30
206,rt @yale3243: xinjiang debunks lies in pbs documentary and biased western media https://t.co/b2lsvzxbmh @zlj517 @huxijin_gt @carlzha @musli…,2020-12-10 5:20
207,rt @huzimin618: xinjiang debunks lies in pbs documentary and biased western media https://t.co/o7t4altb9e,2020-12-10 5:21
208,"rt @hefenlu440: calling uygurs ""persecuted people"" has no basis in facts: xinjiang spokesperson https://t.co/rw7mxmsmwk",2020-12-10 5:21
209,rt @hefenlu440: xinjiang debunks lies in pbs documentary and biased western media https://t.co/607oea7fq1 @zlj517 @huxijin_gt @carlzha @mus…,2020-12-10 5:21
210,rt @wangkangpu991: xinjiang debunks lies in pbs documentary and biased western media https://t.co/81kg2i59ga,2020-12-10 5:22
211,rt @xuhegu3: xinjiang debunks lies in pbs documentary and biased western media https://t.co/21mg0jurpd @zlj517 @huxijin_gt @carlzha @muslim…,2020-12-10 5:22
212,rt @liukenbang711: xinjiang debunks lies in pbs documentary and biased western media https://t.co/leuqafuhrk,2020-12-10 5:22
213,rt @hechaoshao79: xinjiang debunks lies in pbs documentary and biased western media https://t.co/iyb19a6tw0,2020-12-10 5:22
214,rt @yukunjian354: xinjiang debunks lies in pbs documentary and biased western media https://t.co/kasoe867aa @zlj517 @huxijin_gt @carlzha @m…,2020-12-10 5:22
215,rt @stev6903: xinjiang debunks lies in pbs documentary and biased western media https://t.co/dd7ntlxcml @zlj517 @huxijin_gt @carlzha @musli…,2020-12-10 5:22
216,rt @william55591: xinjiang debunks lies in pbs documentary and biased western media https://t.co/omb53vutlj,2020-12-10 5:22
217,rt @xulong636: xinjiang debunks lies in pbs documentary and biased western media https://t.co/mtsrboa5an,2020-12-10 5:22
218,rt @hebaosi492: xinjiang debunks lies in pbs documentary and biased western media https://t.co/x5jx81dzsn @zlj517 @huxijin_gt @carlzha @mus…,2020-12-10 5:22
219,rt @ward6464: xinjiang debunks lies in pbs documentary and biased western media https://t.co/uybyyywmra,2020-12-10 5:22
220,"rt @janetoscar5: people of all ethnic groups in xinjiang live in peace and contentment, enjoying unprecedented convenience in their life, w…",2020-12-10 5:23
221,rt @wanglidie521: xinjiang debunks lies in pbs documentary and biased western media https://t.co/uvaixr2nmv,2020-12-10 5:23
222,rt @janetoscar5: fm refutes us accusations about suppressing xinjiang ethnic minorities' cultures and languages https://t.co/gaaobgofyb,2020-12-10 5:23
223,rt @janetoscar5: xinjiang protects the right of all ethnic groups to use and develop their own spoken and written languages in accordance w…,2020-12-10 5:23
224,rt @hebangtai980: xinjiang debunks lies in pbs documentary and biased western media https://t.co/2lx348bpfq @zlj517 @huxijin_gt @carlzha @m…,2020-12-10 5:23
225,"rt @janetoscar5: calling uygurs ""persecuted people"" has no basis in facts: xinjiang spokesperson https://t.co/ep1lrm05gq",2020-12-10 5:23
226,"rt @janetoscar5: people are welcomed to xinjiang's cities and villages to take a look at the life of uygur people, and see ""whether or not…",2020-12-10 5:23
227,rt @hepingsha65: xinjiang debunks lies in pbs documentary and biased western media https://t.co/1wa4kpjxnp @zlj517 @huxijin_gt @carlzha @mu…,2020-12-10 5:23
228,rt @hemeijuan117: xinjiang debunks lies in pbs documentary and biased western media https://t.co/i3oh3aoldg,2020-12-10 5:24
229,rt @henry73011: xinjiang debunks lies in pbs documentary and biased western media https://t.co/ibkflphskt @zlj517 @huxijin_gt @carlzha @mus…,2020-12-10 5:24
230,rt @huchougao644: xinjiang debunks lies in pbs documentary and biased western media https://t.co/qohrxrnk0q @zlj517 @huxijin_gt @carlzha @m…,2020-12-10 5:24
231,rt @xuqunhe676: xinjiang debunks lies in pbs documentary and biased western media https://t.co/ge79esuc1t,2020-12-10 5:24
232,rt @hazel3244: xinjiang debunks lies in pbs documentary and biased western media https://t.co/dyqxwebglf,2020-12-10 5:24
233,rt @xuwengyang238: xinjiang debunks lies in pbs documentary and biased western media https://t.co/4waaxenuaw,2020-12-10 5:24
234,rt @walter6296: xinjiang debunks lies in pbs documentary and biased western media https://t.co/km1izw6cta @zlj517 @huxijin_gt @carlzha @mus…,2020-12-10 5:24
235,rt @wangminya632: xinjiang debunks lies in pbs documentary and biased western media https://t.co/em5ugu4h6z,2020-12-10 5:24
236,rt @sundishun607: xinjiang debunks lies in pbs documentary and biased western media https://t.co/8gxfg9wyp1,2020-12-10 5:24
237,rt @sundunshao: xinjiang debunks lies in pbs documentary and biased western media https://t.co/zmrhxogkgy,2020-12-10 5:24
238,rt @atwood4493: xinjiang debunks lies in pbs documentary and biased western media https://t.co/yt5xohgjnd @zlj517 @huxijin_gt @carlzha @mus…,2020-12-10 5:25
239,rt @sunmuxue989: xinjiang debunks lies in pbs documentary and biased western media https://t.co/u4inle7m7s,2020-12-10 5:26
240,rt @wangkoude279: xinjiang debunks lies in pbs documentary and biased western media https://t.co/kqzb3nunzd,2020-12-10 5:26
241,rt @abelvic93863140: fm refutes us accusations about suppressing xinjiang ethnic minorities' cultures and languages https://t.co/qkjgcr1ovt,2020-12-10 5:26
242,rt @sophia65571: xinjiang debunks lies in pbs documentary and biased western media https://t.co/q6naglgorr,2020-12-10 5:26
243,rt @carpent25051833: fm refutes us accusations about suppressing xinjiang ethnic minorities' cultures and languages https://t.co/elp00b9ifp,2020-12-10 5:26
244,rt @yangfenkou367: xinjiang debunks lies in pbs documentary and biased western media https://t.co/r80mwzvy9g @zlj517 @huxijin_gt @carlzha @…,2020-12-10 5:26
245,rt @stanford3281: xinjiang debunks lies in pbs documentary and biased western media https://t.co/xid9nvevwz @zlj517 @huxijin_gt @carlzha @m…,2020-12-10 5:26
246,rt @xuqunxie223: xinjiang debunks lies in pbs documentary and biased western media https://t.co/zxmfcsrqzo @zlj517 @huxijin_gt @carlzha @mu…,2020-12-10 5:26
247,xinjiang debunks lies in pbs documentary and biased western media https://t.co/rxo2d4n2sx https://t.co/xxrmxfjjgt,2020-12-10 9:22
248,xinjiang debunks lies in pbs documentary and biased western media https://t.co/a76c9ua1sf https://t.co/ux0tflkxwh,2020-12-10 10:53
249,"@earlric23133481 xinjiang has more mosques than the america, this can prove the religious freedom policy of xinjiang",2020-12-11 5:08
250,"rt @thouse_opinions: chinese fm spokesperson @zlj517 denounced a #us-fabricated video on #xinjiang wednesday. ""the fact that xinjiang enjoy…",2020-12-12 5:36
251,"rt @qiaocollective: china is not a ""socialist utopia."" china is a society of 1.4 billion people rife with contradictions: bourgeois ideolog…",2020-12-12 10:49
252,"@thetimes in xinjiang,many farmers rely on planting cotton and earning money. i'm confused the act to stop using cotton from xinjiang is really good or not.",2020-12-17 8:28
253,rt @sky_blue168: wow! these uyghur slave machines are actually toiling on the vast fields and numerous factories of xinjiang. such a crime…,2020-12-17 9:41
254,"@marshablackburn of course you'll not be arrested,because you're in the us,where think china and xi is a threat to you. even more you may be applauded to send a photo like this.",2020-12-17 9:59
255,rt @carlzha: us politician and western msm started new round of campaign accusing china using millions of #uyghur slaves to work on #xinji…,2020-12-18 8:57
256,@carlzha uyghur girls are all beautiful https://t.co/a2c8ncxcry,2020-12-18 9:51
257,"cordongchang published a book named ""the coming collapse of china"" in 2001,but now he think china is strong enough to ""manipulate"" russia.what a funny story!",2020-12-20 8:57
258,rt @bridge__z: the u.s. government announced that it will block the import of cotton reportedly produced by forced labor from xinjiang in w…,2020-12-20 10:24
259,@gadyepstein disinformation on xinjiang and uyghurs - the propaganda witch hunt against china https://t.co/a3j8my0o95,2020-12-20 10:42
260,rt @mannmuhammad: attending press conference on truth about #xinjiang held by foreign office of china (beijing). https://t.co/ymxlxrcivg,2020-12-21 7:06
261,rt @mannmuhammad: attending press conference on truth about #xinjiang held by foreign office of china (beijing). https://t.co/ymxlxrcivg,2020-12-21 7:56
262,"@mannmuhammad he went to xinjiang himself and watch,it's interesting. https://t.co/qbt5ji2e4h",2020-12-21 8:01
263,‘forced labor’ rumors abuse xinjiang workers’ rights: officials reject west’s slandering at rare beijing press conference https://t.co/sfcfbmfcru https://t.co/fffg5gl1do,2020-12-21 8:59
264,rt @mannmuhammad: attending press conference on truth about #xinjiang held by foreign office of china (beijing). https://t.co/ymxlxrcivg,2020-12-21 9:35
265,‘forced labor’ rumors abuse xinjiang workers’ rights: officials reject west’s slandering at rare beijing press conference https://t.co/zbcwj3qg7n,2020-12-21 9:37
266,"rt @pdchina: officials from nw china's xinjiang have rebutted criticisms on xinjiang-related issues in western reports, saying that claims…",2020-12-22 3:51
267,"rt @pdchina: officials from nw china's xinjiang have rebutted criticisms on xinjiang-related issues in western reports, saying that claims…",2020-12-22 4:29
268,"rt @echinanews: against the accusations made by certain western media outlets, officials and religious people from xinjiang uygur autonomo…",2020-12-22 4:54
269,"rt @pdchina: officials from nw china's xinjiang have rebutted criticisms on xinjiang-related issues in western reports, saying that claims…",2020-12-22 5:15
270,"rt @pdchina: officials from nw china's xinjiang have rebutted criticisms on xinjiang-related issues in western reports, saying that claims…",2020-12-22 5:15
271,"rt @pdchina: officials from nw china's xinjiang have rebutted criticisms on xinjiang-related issues in western reports, saying that claims…",2020-12-22 5:16
272,rt @chinascio: officials from northwestern china's #xinjiang uygur autonomous region have rebutted criticisms on xinjiang-related issues in…,2020-12-22 5:20
273,"rt @pdchina: officials from nw china's xinjiang have rebutted criticisms on xinjiang-related issues in western reports, saying that claims…",2020-12-22 5:20
274,rt @chinascio: officials from northwestern china's #xinjiang uygur autonomous region have rebutted criticisms on xinjiang-related issues in…,2020-12-22 5:21
275,rt @chinascio: officials from northwestern china's #xinjiang uygur autonomous region have rebutted criticisms on xinjiang-related issues in…,2020-12-22 5:22
276,rt @chinascio: officials from northwestern china's #xinjiang uygur autonomous region have rebutted criticisms on xinjiang-related issues in…,2020-12-22 5:27
